Product_ID,Brand,Price,Quantity (L),Consume_Region,Packaging_Type,Water_Type,pH_Level,TDS (ppm),Source,Retailer_Type,Sales_Channel,Temperature_Storage (°C),Consumer_Age_Group,Annual_Sales
PW1659,Dasani,0.86,1.84,South America,Bottle,Mineral,8.18,480,Rainwater,Wholesale,Online,5,Elderly,47705
PW1660,Perrier,0.75,1.8,Asia,Can,Mineral,8.61,484,Filtered,Wholesale,Online,11.8,Adults,32227
PW1661,Aquafina,2.27,0.85,Australia,Box,Mineral,7.84,314,Rainwater,Supermarket,Online,12.9,Elderly,21110
PW1662,Fiji,0.98,1.93,Asia,Pouch,Alkaline,6.52,498,Natural Spring,Pharmacy,Offline,10.2,Adults,29311
PW1663,Smartwater,1.29,0.48,South America,Pouch,Spring,8.01,102,Municipal,Convenience Store,Offline,23.1,Children,21299
PW1664,Fiji,3.28,1.71,Asia,Bottle,Distilled,7.97,271,Municipal,Convenience Store,Online,13.9,Teenagers,11104
PW1665,Dasani,1.66,1.77,Asia,Pouch,Alkaline,7.46,372,Natural Spring,Convenience Store,Online,21,Adults,42373
PW1666,Voss,2.54,1.91,Africa,Can,Sparkling,7.6,466,Rainwater,Online,Online,19.1,Teenagers,38341
PW1667,Smartwater,3.08,0.58,Australia,Bottle,Distilled,7.92,357,Municipal,Supermarket,Online,5.4,Teenagers,28143
PW1668,Aquafina,0.69,0.52,Asia,Bottle,Alkaline,6.9,388,Rainwater,Wholesale,Online,9.5,Adults,44053
PW1669,San Pellegrino,3.61,1.09,South America,Pouch,Purified,7.33,385,Rainwater,Pharmacy,Online,12.9,Teenagers,6374
PW1670,Evian,3.48,0.31,Africa,Pouch,Mineral,7.2,291,Filtered,Online,Online,24,Adults,41419
PW1671,San Pellegrino,1.34,0.74,Asia,Can,Purified,7.09,170,Well,Online,Online,12.8,Children,30603
PW1672,Aquafina,4.15,1.25,Asia,Can,Distilled,8.69,286,Well,Pharmacy,Online,9,Adults,46735
PW1673,Voss,1.52,1.4,Africa,Bottle,Alkaline,7.69,246,Well,Online,Online,7.2,Teenagers,34207
PW1674,Dasani,4.24,1.14,Africa,Bottle,Sparkling,8.23,101,Municipal,Pharmacy,Offline,10,Elderly,49261
PW1675,Fiji,4.6,1.64,Europe,Bottle,Sparkling,6.77,152,Municipal,Convenience Store,Online,22.4,Adults,1404
PW1676,Dasani,3.51,1.06,South America,Bottle,Spring,6.34,115,Filtered,Supermarket,Offline,24.5,Adults,30015
PW1677,Nestle Pure Life,0.98,1.65,Asia,Bottle,Sparkling,8.85,428,Well,Pharmacy,Online,10.6,Teenagers,22431
PW1678,Voss,1.76,0.34,North America,Bottle,Purified,6.3,129,Rainwater,Pharmacy,Online,8.9,Teenagers,48931
PW1679,Fiji,3.18,0.58,Asia,Bottle,Sparkling,8.71,134,Natural Spring,Wholesale,Online,15.5,Children,6639
PW1680,Aquafina,1.16,0.33,Australia,Bottle,Purified,7.11,221,Municipal,Online,Online,10.3,Children,3073
PW1681,Perrier,2.56,0.68,North America,Bottle,Purified,7.33,205,Well,Convenience Store,Online,9.6,Children,21441
PW1682,Aquafina,3.34,1.34,North America,Can,Alkaline,6.72,141,Filtered,Pharmacy,Online,24.8,Children,1781
PW1683,San Pellegrino,2.14,0.32,Australia,Can,Alkaline,7.97,265,Filtered,Online,Online,10.3,Adults,42234
PW1684,Voss,4.39,1.11,Australia,Can,Purified,7.05,223,Rainwater,Wholesale,Offline,23.1,Teenagers,20082
PW1685,Smartwater,0.62,1.23,Australia,Bottle,Mineral,8.83,423,Rainwater,Wholesale,Online,21,Elderly,41587
PW1686,Fiji,4.29,0.39,Australia,Box,Spring,8.75,277,Well,Pharmacy,Offline,21.1,Adults,8270
PW1687,San Pellegrino,3.93,1.32,Asia,Box,Spring,7.16,52,Rainwater,Wholesale,Online,9.9,Teenagers,45451
PW1688,Voss,0.56,0.63,Asia,Box,Mineral,7.79,434,Municipal,Online,Offline,15.6,Teenagers,47407
PW1689,Fiji,2.9,1.68,South America,Box,Mineral,8.82,388,Municipal,Wholesale,Offline,21.7,Adults,47356
PW1690,Voss,2.91,0.26,Africa,Can,Mineral,7.53,292,Filtered,Online,Offline,13.6,Elderly,45072
PW1691,Nestle Pure Life,4.66,1.31,North America,Pouch,Spring,8.84,157,Municipal,Pharmacy,Online,16.7,Adults,42818
PW1692,Nestle Pure Life,0.81,0.25,Australia,Bottle,Distilled,6.52,259,Rainwater,Supermarket,Offline,18.6,Elderly,45451
PW1693,Perrier,4.07,1.11,Asia,Can,Distilled,6.68,181,Well,Supermarket,Offline,13.8,Teenagers,4548
PW1694,Perrier,3.48,1.43,Asia,Bottle,Alkaline,8.29,369,Natural Spring,Online,Online,13.4,Teenagers,40786
PW1695,Voss,3.27,1.5,Africa,Box,Alkaline,6.68,363,Filtered,Wholesale,Online,5.2,Adults,21908
PW1696,Dasani,3.55,0.32,South America,Can,Distilled,6.14,211,Filtered,Convenience Store,Online,24,Adults,30522
PW1697,Evian,2.19,1.54,Europe,Can,Spring,6.83,121,Filtered,Wholesale,Offline,17.4,Children,5688
PW1698,Aquafina,1.25,0.69,South America,Can,Purified,6.93,412,Rainwater,Wholesale,Online,6.3,Adults,4225
PW1699,Aquafina,4.11,1.93,Africa,Can,Spring,8.78,89,Rainwater,Pharmacy,Offline,20.4,Elderly,21181
PW1700,Voss,2.62,1.11,Europe,Pouch,Distilled,6.43,342,Well,Wholesale,Online,4.1,Teenagers,22370
PW1701,Perrier,1.92,1.7,Europe,Box,Distilled,6.85,145,Well,Convenience Store,Offline,8.7,Adults,7489
PW1702,Nestle Pure Life,0.83,1.82,Asia,Box,Distilled,7.35,447,Municipal,Pharmacy,Offline,18.9,Elderly,39087
PW1703,Perrier,4.69,0.34,Australia,Bottle,Distilled,8.11,171,Filtered,Pharmacy,Offline,17.4,Adults,39910
PW1704,Perrier,2.72,0.64,Asia,Bottle,Distilled,8.43,140,Rainwater,Wholesale,Offline,6.4,Elderly,48404
PW1705,Nestle Pure Life,0.96,1.46,Australia,Can,Spring,7.56,209,Well,Convenience Store,Offline,4.9,Adults,49138
PW1706,Perrier,3.56,1.26,North America,Bottle,Purified,8.09,382,Filtered,Supermarket,Online,12.8,Elderly,22425
PW1707,Smartwater,2.88,0.48,South America,Can,Spring,8.67,440,Municipal,Online,Offline,9,Elderly,18046
PW1708,Aquafina,1.95,0.73,Africa,Bottle,Mineral,6.93,76,Filtered,Pharmacy,Online,20.1,Teenagers,4120
PW1709,Aquafina,1.03,0.77,South America,Can,Mineral,6.31,62,Rainwater,Pharmacy,Offline,21,Elderly,37641
PW1710,Aquafina,3.42,0.27,Africa,Box,Mineral,6.16,238,Natural Spring,Wholesale,Online,14,Elderly,39664
PW1711,Perrier,2.26,1.09,Australia,Box,Spring,8.48,318,Municipal,Convenience Store,Offline,15.4,Children,7548
PW1712,Evian,4.63,1.34,Africa,Pouch,Sparkling,6.55,407,Filtered,Wholesale,Offline,17.2,Elderly,886
PW1713,Smartwater,1.74,0.32,North America,Pouch,Mineral,7.55,175,Well,Wholesale,Offline,18,Elderly,17783
PW1714,Voss,1.25,0.93,Europe,Bottle,Spring,7.33,214,Well,Online,Offline,7.7,Children,20979
PW1715,Nestle Pure Life,3.53,0.49,Europe,Can,Distilled,6.89,325,Filtered,Online,Offline,5.2,Children,30320
PW1716,Voss,2.48,1.26,North America,Can,Spring,7.99,57,Municipal,Pharmacy,Offline,8.5,Adults,2840
PW1717,Perrier,1.39,1.95,Africa,Can,Sparkling,7.55,77,Natural Spring,Wholesale,Offline,13.1,Children,17897
PW1718,Aquafina,1.49,1.77,Australia,Can,Spring,7.95,293,Municipal,Supermarket,Offline,21,Children,5526
PW1719,Evian,1.94,1.49,Asia,Box,Alkaline,7.58,467,Well,Pharmacy,Offline,15.2,Adults,44177
PW1720,Fiji,3.15,0.52,Australia,Box,Purified,8.06,155,Well,Wholesale,Offline,16.4,Children,45026
PW1721,Evian,4.7,0.49,Africa,Box,Distilled,6.21,409,Well,Supermarket,Offline,19,Children,41123
PW1722,Smartwater,2.01,0.22,North America,Box,Sparkling,6.28,474,Natural Spring,Pharmacy,Offline,4,Children,17200
PW1723,Fiji,4.91,1.71,North America,Can,Distilled,8.87,387,Rainwater,Wholesale,Online,23.6,Children,28809
PW1724,Aquafina,3.13,0.72,Africa,Bottle,Alkaline,7.77,154,Municipal,Convenience Store,Online,6.1,Adults,43439
PW1725,Voss,2.73,1.47,Asia,Pouch,Sparkling,6.19,277,Well,Supermarket,Offline,7.1,Adults,5424
PW1726,Perrier,2.95,0.3,South America,Can,Sparkling,6.26,378,Municipal,Convenience Store,Offline,15.3,Elderly,17853
PW1727,Smartwater,1.85,1.21,South America,Box,Alkaline,6.72,182,Municipal,Supermarket,Offline,16.7,Children,18112
PW1728,Smartwater,3.83,0.61,North America,Pouch,Distilled,6.18,277,Filtered,Supermarket,Online,20,Children,39601
PW1729,Smartwater,3.73,0.26,Asia,Pouch,Spring,7.89,425,Filtered,Online,Offline,4.4,Children,49333
PW1730,Voss,4.92,0.9,Asia,Box,Purified,8.27,315,Natural Spring,Supermarket,Offline,5.8,Elderly,42512
PW1731,Voss,1.19,0.83,Australia,Pouch,Distilled,7.86,327,Rainwater,Wholesale,Offline,23.8,Children,7015
PW1732,Smartwater,3.84,1.79,South America,Pouch,Spring,6.14,245,Well,Online,Online,22.2,Adults,13511
PW1733,Evian,0.83,0.88,Africa,Can,Mineral,8.62,386,Well,Online,Online,13.2,Elderly,47146
PW1734,Evian,2.93,0.38,North America,Box,Purified,8.08,272,Well,Supermarket,Offline,7.6,Adults,25149
PW1735,Aquafina,4.56,1.11,North America,Box,Mineral,7.17,373,Rainwater,Wholesale,Online,13.5,Children,30119
PW1736,Voss,3.22,0.55,South America,Bottle,Spring,6.44,228,Filtered,Convenience Store,Offline,22.7,Teenagers,43425
PW1737,Aquafina,0.88,1.64,South America,Pouch,Sparkling,7.17,472,Rainwater,Supermarket,Online,15.8,Teenagers,3317
PW1738,Nestle Pure Life,2.76,0.24,Europe,Box,Alkaline,7.92,208,Well,Wholesale,Offline,14.3,Teenagers,34321
PW1739,Dasani,2.5,1.18,Australia,Pouch,Distilled,6.19,466,Municipal,Online,Offline,6.8,Adults,22631
PW1740,Dasani,1.95,0.27,South America,Bottle,Alkaline,6.68,92,Rainwater,Wholesale,Online,20.8,Elderly,1690
PW1741,Fiji,1.46,1.7,North America,Bottle,Purified,7.82,438,Well,Convenience Store,Online,10.6,Adults,9277
PW1742,Nestle Pure Life,3.77,1.78,South America,Can,Spring,6.1,191,Municipal,Supermarket,Online,7.2,Elderly,18333
PW1743,Evian,4.12,0.45,Australia,Can,Alkaline,6.92,228,Well,Supermarket,Online,18.5,Elderly,35040
PW1744,Voss,4.26,1.31,North America,Can,Sparkling,6.5,476,Rainwater,Online,Offline,13.3,Elderly,20255
PW1745,Fiji,2.04,1.5,Europe,Box,Sparkling,7.97,273,Natural Spring,Convenience Store,Offline,11.9,Teenagers,18857
PW1746,Fiji,4.91,1.78,South America,Can,Sparkling,7.94,292,Municipal,Wholesale,Online,13.6,Adults,37752
PW1747,San Pellegrino,2.43,1.14,Africa,Box,Sparkling,7.67,237,Filtered,Wholesale,Offline,14.4,Teenagers,6935
PW1748,Evian,3.79,1.81,Asia,Box,Purified,8.88,297,Municipal,Wholesale,Offline,16.9,Teenagers,41782
PW1749,Evian,1.1,1.93,South America,Can,Spring,7.31,184,Well,Convenience Store,Offline,11.7,Teenagers,3830
PW1750,Nestle Pure Life,0.85,1.6,Europe,Pouch,Sparkling,6.68,479,Filtered,Wholesale,Offline,23.3,Children,41619
PW1751,Perrier,3.08,0.44,Asia,Bottle,Alkaline,8.38,214,Filtered,Online,Online,17.9,Children,15524
PW1752,Dasani,4.75,1.41,Europe,Bottle,Spring,8.79,334,Rainwater,Pharmacy,Offline,16.9,Elderly,36701
PW1753,San Pellegrino,4.1,1.19,Europe,Bottle,Distilled,7.11,248,Well,Online,Offline,9.2,Adults,18282
PW1754,Voss,1.79,0.57,Australia,Can,Sparkling,8.78,427,Well,Wholesale,Offline,24.8,Elderly,10485
PW1755,Fiji,2.52,1.44,Australia,Pouch,Alkaline,6.15,423,Well,Convenience Store,Offline,17.7,Children,43857
PW1756,Nestle Pure Life,2.19,1.44,North America,Can,Alkaline,7.59,488,Rainwater,Wholesale,Offline,21,Elderly,44463
PW1757,San Pellegrino,1.86,1.94,North America,Pouch,Purified,8.52,198,Municipal,Supermarket,Online,23.2,Adults,9641
PW1758,Voss,0.89,1.88,Australia,Bottle,Purified,8.34,125,Municipal,Online,Offline,24.7,Adults,21975
PW1759,Smartwater,2.58,1.01,Asia,Box,Distilled,6.9,468,Well,Convenience Store,Online,12.1,Children,2263
PW1760,San Pellegrino,2.09,1.55,Asia,Can,Sparkling,6.37,220,Well,Pharmacy,Offline,24.9,Elderly,7321
PW1761,Nestle Pure Life,2.01,1.11,Australia,Can,Alkaline,8.22,372,Natural Spring,Wholesale,Online,13.4,Elderly,30328
PW1762,Dasani,0.73,1.3,Africa,Pouch,Alkaline,8.66,381,Municipal,Online,Offline,14,Elderly,19635
PW1763,Smartwater,3.63,1.43,Africa,Can,Distilled,7.95,473,Filtered,Supermarket,Offline,22.8,Adults,35073
PW1764,Perrier,3.97,0.98,North America,Can,Alkaline,7.82,336,Municipal,Pharmacy,Online,11.2,Adults,41359
PW1765,Nestle Pure Life,3.44,1.77,North America,Box,Mineral,8.8,161,Municipal,Online,Offline,20.4,Elderly,7994
PW1766,Nestle Pure Life,4.72,1.79,South America,Can,Sparkling,6.39,426,Well,Wholesale,Offline,10.9,Teenagers,42555
PW1767,Fiji,4.56,0.51,Australia,Pouch,Spring,8.25,363,Filtered,Supermarket,Offline,18.2,Adults,47327
PW1768,Smartwater,2.68,1.58,Asia,Pouch,Sparkling,8.94,335,Natural Spring,Pharmacy,Online,13.5,Elderly,15976
PW1769,Voss,4.24,0.42,Australia,Box,Alkaline,7.34,237,Municipal,Pharmacy,Offline,20.2,Elderly,45981
PW1770,Dasani,4.63,1.22,Asia,Bottle,Sparkling,6.08,70,Municipal,Convenience Store,Offline,24.2,Children,24279
PW1771,Voss,1.02,1.86,Australia,Can,Purified,6.01,223,Well,Wholesale,Online,9.2,Elderly,39366
PW1772,Evian,3.96,0.46,Australia,Bottle,Sparkling,7.6,263,Well,Wholesale,Offline,14.2,Teenagers,38039
PW1773,Smartwater,4.47,0.82,Australia,Box,Alkaline,6.48,399,Natural Spring,Supermarket,Offline,6.1,Children,8357
PW1774,Smartwater,3.32,1.72,Africa,Bottle,Distilled,7.29,212,Natural Spring,Wholesale,Online,20.4,Adults,31186
PW1775,Smartwater,2.62,1.18,Africa,Box,Spring,6.05,72,Well,Convenience Store,Online,15.9,Adults,26240
PW1776,Dasani,4.95,1.33,North America,Can,Purified,8.2,257,Well,Supermarket,Online,20.2,Elderly,19710
PW1777,Dasani,2.67,1.92,Africa,Pouch,Mineral,9,414,Rainwater,Convenience Store,Online,8.7,Teenagers,32362
PW1778,Perrier,1.19,1.76,Africa,Bottle,Spring,7.91,139,Well,Pharmacy,Offline,16.4,Adults,8354
PW1779,San Pellegrino,0.94,0.6,South America,Pouch,Alkaline,7.58,98,Municipal,Convenience Store,Online,9.9,Children,39132
PW1780,Perrier,2.74,1.08,Australia,Box,Spring,7.98,308,Natural Spring,Supermarket,Offline,5.6,Elderly,4679
PW1781,Fiji,2.57,0.53,Australia,Can,Spring,6.28,421,Municipal,Pharmacy,Offline,24.2,Teenagers,37965
PW1782,Nestle Pure Life,1.88,0.38,South America,Bottle,Mineral,8.41,75,Natural Spring,Pharmacy,Online,22.6,Teenagers,40893
PW1783,Dasani,4.73,1.22,Australia,Pouch,Alkaline,7.14,171,Well,Supermarket,Offline,7.3,Elderly,2810
PW1784,Perrier,4.71,1.87,Australia,Bottle,Purified,6.42,280,Well,Online,Online,10.6,Teenagers,16059
PW1785,Nestle Pure Life,1.7,1.08,Asia,Bottle,Alkaline,6.06,261,Natural Spring,Wholesale,Online,5.9,Teenagers,44084
PW1786,Aquafina,2.29,0.73,Africa,Bottle,Spring,6.55,287,Natural Spring,Wholesale,Online,14.5,Adults,2567
PW1787,Fiji,4.86,1.93,South America,Pouch,Spring,6.43,59,Filtered,Supermarket,Offline,4.7,Teenagers,11286
PW1788,Dasani,1.89,1.9,Asia,Box,Purified,6.57,280,Rainwater,Supermarket,Offline,17.2,Elderly,4121
PW1789,Smartwater,4.39,1.05,Australia,Pouch,Mineral,6.03,166,Municipal,Wholesale,Offline,13.2,Elderly,40642
PW1790,Smartwater,4.09,1.77,Australia,Can,Sparkling,6.32,493,Well,Pharmacy,Offline,6.5,Children,19500
PW1791,Evian,0.84,0.38,Australia,Box,Distilled,7.38,317,Natural Spring,Pharmacy,Online,17.6,Children,6281
PW1792,Dasani,2.13,0.8,Africa,Box,Sparkling,7.17,424,Municipal,Pharmacy,Offline,22,Children,3022
PW1793,Evian,1.15,0.4,Asia,Bottle,Purified,8.86,255,Filtered,Convenience Store,Online,8,Adults,47810
PW1794,Smartwater,3.01,0.58,North America,Bottle,Distilled,7.12,248,Natural Spring,Supermarket,Online,7.3,Children,31001
PW1795,Dasani,3.34,0.6,South America,Can,Spring,8.03,160,Municipal,Pharmacy,Online,17.4,Elderly,25218
PW1796,San Pellegrino,2.98,0.68,Australia,Can,Purified,6.69,445,Rainwater,Pharmacy,Offline,4.8,Teenagers,8420
PW1797,Perrier,1.77,0.83,Europe,Pouch,Sparkling,6.35,413,Rainwater,Online,Online,7.4,Elderly,40085
PW1798,San Pellegrino,1.96,1.95,Europe,Can,Mineral,8.55,165,Rainwater,Online,Online,20.2,Children,8046
PW1799,Aquafina,2.1,0.91,Australia,Bottle,Alkaline,8.57,87,Filtered,Supermarket,Offline,24.2,Children,42941
PW1800,Fiji,3.56,0.7,Africa,Can,Purified,7.16,106,Well,Wholesale,Online,17.8,Children,3380
PW1801,Fiji,3.6,1.51,Asia,Box,Distilled,8.44,190,Well,Pharmacy,Offline,11.8,Adults,39310
PW1802,Voss,1.97,1.72,South America,Pouch,Spring,7.59,498,Well,Online,Offline,19.3,Adults,13011
PW1803,Evian,3.92,1.06,North America,Pouch,Alkaline,7.69,247,Municipal,Wholesale,Online,11.2,Adults,4173
PW1804,Dasani,1.15,0.52,Europe,Pouch,Purified,6.91,379,Natural Spring,Supermarket,Online,10.7,Children,1736
PW1805,Perrier,2.9,1.12,Europe,Can,Mineral,7.36,380,Rainwater,Pharmacy,Offline,20.7,Elderly,43789
PW1806,Voss,3.09,1.01,Asia,Pouch,Distilled,7.81,238,Municipal,Pharmacy,Online,16,Elderly,7935
PW1807,Fiji,3.04,1.99,Africa,Box,Spring,8.65,404,Natural Spring,Convenience Store,Offline,6.8,Elderly,36146
PW1808,San Pellegrino,2.79,0.95,Australia,Pouch,Mineral,8.83,90,Filtered,Convenience Store,Offline,12.6,Teenagers,17071
PW1809,Nestle Pure Life,1.1,1.39,South America,Can,Purified,8.15,152,Filtered,Supermarket,Offline,11.5,Adults,37679
PW1810,San Pellegrino,2.82,1.97,Australia,Bottle,Sparkling,8.97,120,Rainwater,Pharmacy,Online,21.6,Elderly,20624
PW1811,Smartwater,1.17,1.44,Australia,Can,Purified,7.52,242,Municipal,Online,Offline,21.7,Children,26283
PW1812,Smartwater,1.18,0.94,Asia,Pouch,Spring,8.36,167,Well,Convenience Store,Online,18.5,Adults,36664
PW1813,Fiji,0.65,0.34,Asia,Pouch,Distilled,8.47,80,Natural Spring,Supermarket,Offline,9.3,Elderly,39232
PW1814,Perrier,1.78,0.84,Australia,Box,Alkaline,7.15,317,Municipal,Convenience Store,Offline,9.2,Adults,47194
PW1815,Fiji,0.99,1.15,Africa,Box,Purified,6.5,322,Well,Pharmacy,Offline,23.5,Elderly,26343
PW1816,Perrier,4.41,0.94,Europe,Can,Alkaline,7.98,66,Filtered,Supermarket,Online,23.9,Children,14238
PW1817,Dasani,2.87,1.5,South America,Can,Sparkling,6.18,466,Natural Spring,Pharmacy,Online,21.2,Adults,7180
PW1818,Perrier,4.83,1.52,Australia,Can,Mineral,8.49,405,Filtered,Supermarket,Offline,12.1,Elderly,33479
PW1819,Nestle Pure Life,1.93,1.15,Africa,Bottle,Alkaline,8.14,228,Natural Spring,Convenience Store,Online,4.9,Adults,4447
PW1820,Smartwater,4.73,1.73,South America,Bottle,Purified,7.56,238,Rainwater,Pharmacy,Online,10.2,Adults,27279
PW1821,Smartwater,1.79,1.33,Africa,Can,Spring,8.04,350,Rainwater,Convenience Store,Online,13.6,Elderly,21567
PW1822,Fiji,1.56,1.38,Australia,Box,Distilled,7.19,263,Natural Spring,Online,Offline,11.6,Teenagers,7814
PW1823,Aquafina,3.99,0.45,Europe,Bottle,Distilled,6.6,109,Municipal,Pharmacy,Offline,16.7,Teenagers,30152
PW1824,Smartwater,1.41,0.35,Europe,Bottle,Purified,8.08,332,Well,Supermarket,Offline,15.4,Teenagers,37286
PW1825,Aquafina,3.01,0.63,North America,Can,Mineral,7.6,444,Municipal,Supermarket,Offline,18.7,Adults,35898
PW1826,Perrier,3.75,0.73,Australia,Box,Sparkling,6.49,343,Well,Wholesale,Online,22.1,Elderly,25391
PW1827,Voss,4.99,1.98,Asia,Bottle,Mineral,6.24,328,Municipal,Wholesale,Offline,14.9,Teenagers,14577
PW1828,Perrier,2.73,0.78,South America,Box,Mineral,6.65,297,Filtered,Supermarket,Offline,7.7,Elderly,8381
PW1829,Fiji,2.73,1.64,South America,Can,Spring,6.66,84,Natural Spring,Pharmacy,Online,18.8,Adults,27287
PW1830,Nestle Pure Life,1.23,1.99,Australia,Bottle,Sparkling,7.97,90,Filtered,Convenience Store,Offline,4,Adults,38770
PW1831,Smartwater,4.07,0.76,Asia,Box,Mineral,7.74,265,Natural Spring,Online,Online,8.3,Children,21954
PW1832,Dasani,4.53,1.23,Asia,Box,Spring,8.91,196,Municipal,Convenience Store,Online,13.9,Elderly,19474
PW1833,Perrier,2.11,1.48,Australia,Box,Mineral,6.33,148,Well,Convenience Store,Offline,18.9,Adults,11344
PW1834,Voss,2.09,1.37,South America,Box,Spring,8.6,403,Filtered,Wholesale,Offline,10,Teenagers,26141
PW1835,Dasani,1.57,0.26,Europe,Pouch,Mineral,6.07,437,Well,Wholesale,Offline,9.2,Children,38264
PW1836,Smartwater,1.22,1.25,Europe,Box,Spring,6.26,384,Municipal,Online,Online,13.6,Children,11412
PW1837,Voss,2.39,1.85,Asia,Pouch,Distilled,6.42,481,Natural Spring,Wholesale,Online,12.7,Adults,29057
PW1838,Voss,3.29,0.73,Asia,Can,Sparkling,6.04,175,Rainwater,Online,Offline,17.3,Children,20473
PW1839,Evian,1.53,1.15,Australia,Can,Sparkling,8.42,310,Municipal,Pharmacy,Offline,13.7,Children,13218
PW1840,Aquafina,3.16,0.87,Asia,Box,Alkaline,8.05,340,Rainwater,Pharmacy,Online,16.1,Elderly,6609
PW1841,Voss,2.75,0.79,Australia,Box,Purified,7.32,94,Well,Supermarket,Offline,22.2,Teenagers,28975
PW1842,San Pellegrino,3.27,0.22,North America,Box,Purified,6.48,427,Natural Spring,Supermarket,Offline,23.6,Elderly,24084
PW1843,Aquafina,2.29,0.48,Asia,Pouch,Purified,7.52,351,Filtered,Convenience Store,Offline,11.8,Elderly,41393
PW1844,Fiji,3.38,1.01,Asia,Bottle,Mineral,7.27,225,Rainwater,Convenience Store,Offline,6.4,Adults,4708
PW1845,Smartwater,1.33,0.92,Australia,Can,Spring,8.64,197,Rainwater,Pharmacy,Online,14.4,Children,38057
PW1846,Evian,4.24,1.62,South America,Pouch,Spring,7.45,115,Rainwater,Supermarket,Online,12.2,Elderly,28532
PW1847,Dasani,1.79,1.04,South America,Box,Alkaline,6.56,389,Natural Spring,Convenience Store,Online,14,Elderly,23247
PW1848,Nestle Pure Life,1.45,1.58,Asia,Can,Distilled,6.34,256,Well,Supermarket,Online,9,Teenagers,28231
PW1849,Nestle Pure Life,4.66,0.52,South America,Can,Spring,7.82,411,Rainwater,Convenience Store,Online,20.2,Adults,26436
PW1850,Perrier,2.79,0.39,Europe,Can,Spring,7.64,352,Well,Pharmacy,Online,14.6,Elderly,7837
PW1851,Nestle Pure Life,4.77,0.69,Australia,Bottle,Distilled,8.38,380,Filtered,Online,Offline,5.1,Teenagers,41664
PW1852,San Pellegrino,3.71,1.39,North America,Bottle,Alkaline,7.12,67,Filtered,Wholesale,Offline,17.8,Elderly,4270
PW1853,Fiji,1.64,1.8,North America,Bottle,Purified,8.72,436,Well,Online,Online,12.3,Teenagers,33540
PW1854,Perrier,0.95,1.46,North America,Pouch,Alkaline,7.37,350,Well,Convenience Store,Offline,19.5,Adults,19558
PW1855,Nestle Pure Life,2.67,1.01,Africa,Pouch,Distilled,7.23,258,Filtered,Supermarket,Online,18.1,Elderly,48118
PW1856,Smartwater,4.15,0.74,Europe,Box,Sparkling,6.71,255,Rainwater,Wholesale,Online,23.4,Children,44375
PW1857,Nestle Pure Life,2.28,1.52,Australia,Can,Alkaline,7.48,280,Natural Spring,Online,Online,22.1,Adults,25182
PW1858,Dasani,2.31,1.98,Europe,Box,Distilled,7.16,276,Filtered,Convenience Store,Online,20.3,Teenagers,42147
PW1859,Voss,3.29,0.28,Australia,Can,Mineral,8.04,135,Natural Spring,Online,Online,22.3,Adults,14216
PW1860,San Pellegrino,2.61,1.13,South America,Bottle,Alkaline,7.55,360,Municipal,Pharmacy,Offline,22.2,Children,10793
PW1861,Perrier,4.15,1.3,North America,Box,Mineral,7.03,141,Municipal,Convenience Store,Online,9.1,Children,43534
PW1862,Perrier,4.83,0.84,North America,Bottle,Alkaline,7.55,356,Municipal,Online,Offline,7.1,Elderly,14908
PW1863,San Pellegrino,3.49,0.53,Asia,Pouch,Alkaline,8.85,293,Filtered,Pharmacy,Offline,24.7,Children,5800
PW1864,San Pellegrino,4.74,1.38,Europe,Can,Purified,8.11,380,Natural Spring,Online,Online,18.2,Adults,17520
PW1865,Voss,3.26,0.94,Europe,Box,Alkaline,7.65,309,Rainwater,Pharmacy,Online,17.1,Adults,1634
PW1866,Fiji,2.77,1.35,Asia,Box,Spring,8.43,236,Natural Spring,Convenience Store,Offline,20.6,Adults,1714
PW1867,San Pellegrino,3.93,1.48,Australia,Pouch,Mineral,7.25,293,Well,Supermarket,Offline,19.3,Adults,25840
PW1868,Dasani,2.49,1.15,North America,Can,Mineral,7.73,214,Filtered,Pharmacy,Online,15.1,Elderly,35997
PW1869,Nestle Pure Life,3.05,1.98,Europe,Bottle,Sparkling,7.41,90,Municipal,Wholesale,Offline,8.5,Children,15169
PW1870,Evian,2.22,1.8,North America,Box,Alkaline,8.53,81,Well,Supermarket,Offline,22.7,Elderly,15798
PW1871,Aquafina,1.62,0.83,South America,Bottle,Mineral,7.45,430,Municipal,Pharmacy,Offline,13.7,Adults,36157
PW1872,Nestle Pure Life,4.93,0.96,South America,Bottle,Spring,8.09,289,Rainwater,Online,Online,6.9,Children,40188
PW1873,Voss,2,1.42,Australia,Can,Purified,8.44,72,Rainwater,Online,Online,13.9,Children,47226
PW1874,Fiji,2.97,0.5,Africa,Can,Sparkling,7.69,191,Well,Online,Offline,5.9,Teenagers,35360
PW1875,Smartwater,2.81,0.76,North America,Can,Alkaline,8.24,64,Municipal,Pharmacy,Online,14.5,Teenagers,44359
PW1876,Dasani,1.07,0.93,Asia,Bottle,Sparkling,7.08,127,Municipal,Pharmacy,Online,22.6,Adults,25636
PW1877,Voss,3.3,1.28,Africa,Can,Purified,8.12,219,Natural Spring,Supermarket,Offline,7.4,Adults,35757
PW1878,Dasani,2.04,0.57,North America,Can,Sparkling,6.88,391,Filtered,Wholesale,Offline,10.8,Elderly,46093
